SEQUENCE1,SEQUENCE2,SEQUENCE3,SEQUENCE4,ORG,OBJ,PROJECT,ACCOUNT,ACCOUNT DESCRIPTION,TYPE,ORIGINAL APPROP,,,,,
1000,15,1520,522000,10000820,522000,,1000-15-11-1520-152010-000000-000-522000-,Motor Fuels & Lubrcnts,E,"4,000",,,,,
1000,15,1520,522000,10000830,522000,,1000-15-11-1520-152011-000000-000-522000-,Motor Fuels & Lubrcnts,E,475,,,,,
1000,15,1520,522000,10000850,522000,,1000-15-11-1520-152013-000000-000-522000-,Motor Fuels & Lubrcnts,E,"8,831",,,,,
1000,15,1520,522000,10000860,522000,,1000-15-11-1520-152014-000000-000-522000-,Motor Fuels & Lubrcnts,E,"5,000",,,,,
1000,15,1520,522000,10000870,522000,,1000-15-11-1520-152015-000000-000-522000-,Motor Fuels & Lubrcnts,E,"15,000",,,,,
1000,15,1520,522000,10000880,522000,,1000-15-11-1520-152016-000000-000-522000-,Motor Fuels & Lubrcnts,E,525,,,,,
1000,15,1520,522000,10000890,522000,,1000-15-11-1520-152017-000000-000-522000-,Motor Fuels & Lubrcnts,E,0,,,,,
1000,15,1520,522200,10000830,522200,,1000-15-11-1520-152011-000000-000-522200-,Janitorial & Cleaning Supplies,E,"5,700",,,,,
1000,15,1520,522200,10000840,522200,,1000-15-11-1520-152012-000000-000-522200-,Janitorial & Cleaning Supplies,E,0,,,,,
1000,15,1520,522200,10000850,522200,,1000-15-11-1520-152013-000000-000-522200-,Janitorial & Cleaning Supplies,E,"2,000",,,,,
1000,15,1520,522200,10000860,522200,,1000-15-11-1520-152014-000000-000-522200-,Janitorial & Cleaning Supplies,E,"5,000",,,,,
1000,15,1520,522200,10000870,522200,,1000-15-11-1520-152015-000000-000-522200-,Janitorial & Cleaning Supplies,E,0,,,,,
1000,15,1520,522210,10000820,522210,,1000-15-11-1520-152010-000000-000-522210-,Specialty Departmental Supplie,E,"17,000",,,,,
1000,15,1520,522210,10000830,522210,,1000-15-11-1520-152011-000000-000-522210-,Specialty Departmental Supplie,E,"2,500",,,,,
1000,15,1520,522210,10000840,522210,,1000-15-11-1520-152012-000000-000-522210-,Specialty Departmental Supplie,E,"3,500",,,,,
1000,15,1520,522210,10000850,522210,,1000-15-11-1520-152013-000000-000-522210-,Specialty Departmental Supplie,E,"9,500",,,,,
1000,15,1520,522210,10000860,522210,,1000-15-11-1520-152014-000000-000-522210-,Specialty Departmental Supplie,E,"15,000",,,,,
1000,15,1520,522210,10000870,522210,,1000-15-11-1520-152015-000000-000-522210-,Specialty Departmental Supplie,E,"8,392",,,,,
1000,15,1520,522210,10000880,522210,,1000-15-11-1520-152016-000000-000-522210-,Specialty Departmental Supplie,E,"1,600",,,,,
1000,15,1520,522220,10000820,522220,,1000-15-11-1520-152010-000000-000-522220-,Equipment Maintenance,E,0,,,,,
1000,15,1520,522220,10000830,522220,,1000-15-11-1520-152011-000000-000-522220-,Equipment Maintenance,E,"15,000",,,,,
1000,15,1520,522220,10000840,522220,,1000-15-11-1520-152012-000000-000-522220-,Equipment Maintenance,E,"15,000",,,,,
1000,15,1520,522220,10000850,522220,,1000-15-11-1520-152013-000000-000-522220-,Equipment Maintenance,E,"55,000",,,,,
1000,15,1520,522220,10000860,522220,,1000-15-11-1520-152014-000000-000-522220-,Equipment Maintenance,E,"30,000",,,,,
1000,15,1520,522220,10000870,522220,,1000-15-11-1520-152015-000000-000-522220-,Equipment Maintenance,E,"49,000",,,,,
1000,15,1520,522220,10000880,522220,,1000-15-11-1520-152016-000000-000-522220-,Equipment Maintenance,E,"2,500",,,,,
1000,15,1520,522220,10000890,522220,,1000-15-11-1520-152017-000000-000-522220-,Equipment Maintenance,E,"130,000",,,,,
1000,15,1520,522220,10000920,522220,,1000-15-11-1520-153585-154013-000-522220-,Equipment Maintenance,E,0,,,,,
1000,15,1520,522220,10000940,522220,,1000-15-11-1520-153585-154015-000-522220-,Equipment Maintenance,E,0,,,,,
1000,15,1520,522220,10000950,522220,,1000-15-11-1520-153585-154016-000-522220-,Equipment Maintenance,E,0,,,,,
1000,15,1520,522230,10000820,522230,,1000-15-11-1520-152010-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"1,000",,,,,
1000,15,1520,522230,10000830,522230,,1000-15-11-1520-152011-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"2,500",,,,,
1000,15,1520,522230,10000840,522230,,1000-15-11-1520-152012-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"3,500",,,,,
1000,15,1520,522230,10000850,522230,,1000-15-11-1520-152013-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"20,000",,,,,
1000,15,1520,522230,10000860,522230,,1000-15-11-1520-152014-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"15,000",,,,,
1000,15,1520,522230,10000870,522230,,1000-15-11-1520-152015-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"8,000",,,,,
1000,15,1520,522230,10000880,522230,,1000-15-11-1520-152016-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"3,500",,,,,
1000,15,1520,522230,10000930,522230,,1000-15-11-1520-153585-154014-000-522230-,Sm Tools & Expnd Eqpt,E,0,,,,,
1000,15,1520,522240,10000820,522240,,1000-15-11-1520-152010-000000-000-522240-,Office Supplies,E,"13,000",,,,,
1000,15,1520,522240,10000830,522240,,1000-15-11-1520-152011-000000-000-522240-,Office Supplies,E,"2,000",,,,,
1000,15,1520,522240,10000840,522240,,1000-15-11-1520-152012-000000-000-522240-,Office Supplies,E,"3,200",,,,,
1000,15,1520,522240,10000850,522240,,1000-15-11-1520-152013-000000-000-522240-,Office Supplies,E,"1,800",,,,,
1000,15,1520,522240,10000860,522240,,1000-15-11-1520-152014-000000-000-522240-,Office Supplies,E,"4,600",,,,,
1000,15,1520,522240,10000870,522240,,1000-15-11-1520-152015-000000-000-522240-,Office Supplies,E,"2,700",,,,,
1000,15,1520,522240,10000880,522240,,1000-15-11-1520-152016-000000-000-522240-,Office Supplies,E,300,,,,,
1000,15,1520,522250,10000820,522250,,1000-15-11-1520-152010-000000-000-522250-,Technology Services,E,"148,450",,,,,
1000,15,1520,522250,10000830,522250,,1000-15-11-1520-152011-000000-000-522250-,Technology Services,E,"8,000",,,,,
1000,15,1520,522250,10000840,522250,,1000-15-11-1520-152012-000000-000-522250-,Technology Services,E,"4,500",,,,,
1000,15,1520,522250,10000850,522250,,1000-15-11-1520-152013-000000-000-522250-,Technology Services,E,"6,800",,,,,
1000,15,1520,522250,10000860,522250,,1000-15-11-1520-152014-000000-000-522250-,Technology Services,E,"12,000",,,,,
1000,15,1520,522250,10000870,522250,,1000-15-11-1520-152015-000000-000-522250-,Technology Services,E,"9,000",,,,,
1000,15,1520,522250,10000880,522250,,1000-15-11-1520-152016-000000-000-522250-,Technology Services,E,"2,350",,,,,
1000,15,1520,522250,10000890,522250,,1000-15-11-1520-152017-000000-000-522250-,Technology Services,E,"1,913",,,,,
1000,15,1520,522490,10000820,522490,,1000-15-11-1520-152010-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
1000,15,1520,522490,10000840,522490,,1000-15-11-1520-152012-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
1000,15,1520,522500,10000820,522500,,1000-15-11-1520-152010-000000-000-522500-,Telecommunications,E,"14,000",,,,,
1000,15,1520,522500,10000830,522500,,1000-15-11-1520-152011-000000-000-522500-,Telecommunications,E,"8,880",,,,,
1000,15,1520,522500,10000840,522500,,1000-15-11-1520-152012-000000-000-522500-,Telecommunications,E,"4,500",,,,,
1000,15,1520,522500,10000850,522500,,1000-15-11-1520-152013-000000-000-522500-,Telecommunications,E,"9,000",,,,,
1000,15,1520,522500,10000860,522500,,1000-15-11-1520-152014-000000-000-522500-,Telecommunications,E,"20,000",,,,,
1000,15,1520,522500,10000870,522500,,1000-15-11-1520-152015-000000-000-522500-,Telecommunications,E,"7,000",,,,,
1000,15,1520,522500,10000880,522500,,1000-15-11-1520-152016-000000-000-522500-,Telecommunications,E,"1,500",,,,,
1000,15,1520,522500,10000890,522500,,1000-15-11-1520-152017-000000-000-522500-,Telecommunications,E,960,,,,,
1000,15,1520,522510,10000820,522510,,1000-15-11-1520-152010-000000-000-522510-,ISP Telecommunications,E,"2,399",,,,,
1000,15,1520,522510,10000830,522510,,1000-15-11-1520-152011-000000-000-522510-,ISP Telecommunications,E,"1,472",,,,,
1000,15,1520,522510,10000840,522510,,1000-15-11-1520-152012-000000-000-522510-,ISP Telecommunications,E,"2,265",,,,,
1000,15,1520,522510,10000850,522510,,1000-15-11-1520-152013-000000-000-522510-,ISP Telecommunications,E,"2,787",,,,,
1000,15,1520,522510,10000860,522510,,1000-15-11-1520-152014-000000-000-522510-,ISP Telecommunications,E,"3,096",,,,,
1000,15,1520,522510,10000870,522510,,1000-15-11-1520-152015-000000-000-522510-,ISP Telecommunications,E,"2,130",,,,,
1000,15,1520,522510,10000880,522510,,1000-15-11-1520-152016-000000-000-522510-,ISP Telecommunications,E,564,,,,,
1000,15,1520,522510,10000890,522510,,1000-15-11-1520-152017-000000-000-522510-,ISP Telecommunications,E,18,,,,,
1000,15,1520,522520,10000830,522520,,1000-15-11-1520-152011-000000-000-522520-,Utilities,E,"81,872",,,,,
1000,15,1520,522520,10000850,522520,,1000-15-11-1520-152013-000000-000-522520-,Utilities,E,"95,000",,,,,
1000,15,1520,522520,10000860,522520,,1000-15-11-1520-152014-000000-000-522520-,Utilities,E,"110,000",,,,,
1000,15,1520,522520,10000870,522520,,1000-15-11-1520-152015-000000-000-522520-,Utilities,E,"72,000",,,,,
1000,15,1520,523000,10000820,523000,,1000-15-11-1520-152010-000000-000-523000-,ISP Insurance Premiums,E,"1,175",,,,,
1000,15,1520,523000,10000840,523000,,1000-15-11-1520-152012-000000-000-523000-,ISP Insurance Premiums,E,783,,,,,
1000,15,1520,523000,10000850,523000,,1000-15-11-1520-152013-000000-000-523000-,ISP Insurance Premiums,E,"3,134",,,,,
1000,15,1520,523000,10000860,523000,,1000-15-11-1520-152014-000000-000-523000-,ISP Insurance Premiums,E,"2,840",,,,,
1000,15,1520,523000,10000870,523000,,1000-15-11-1520-152015-000000-000-523000-,ISP Insurance Premiums,E,"2,155",,,,,
1000,15,1520,523000,10000880,523000,,1000-15-11-1520-152016-000000-000-523000-,ISP Insurance Premiums,E,588,,,,,
1000,15,1520,523000,10000890,523000,,1000-15-11-1520-152017-000000-000-523000-,ISP Insurance Premiums,E,"1,273",,,,,
1000,15,1520,523010,10000820,523010,,1000-15-11-1520-152010-000000-000-523010-,ISP Insurance Administration,E,812,,,,,
1000,15,1520,523010,10000840,523010,,1000-15-11-1520-152012-000000-000-523010-,ISP Insurance Administration,E,541,,,,,
1000,15,1520,523010,10000850,523010,,1000-15-11-1520-152013-000000-000-523010-,ISP Insurance Administration,E,"2,164",,,,,
1000,15,1520,523010,10000860,523010,,1000-15-11-1520-152014-000000-000-523010-,ISP Insurance Administration,E,"1,962",,,,,
1000,15,1520,523010,10000870,523010,,1000-15-11-1520-152015-000000-000-523010-,ISP Insurance Administration,E,"1,488",,,,,
1000,15,1520,523010,10000880,523010,,1000-15-11-1520-152016-000000-000-523010-,ISP Insurance Administration,E,406,,,,,
1000,15,1520,523010,10000890,523010,,1000-15-11-1520-152017-000000-000-523010-,ISP Insurance Administration,E,879,,,,,
1000,15,1520,524000,10000830,524000,,1000-15-11-1520-152011-000000-000-524000-,Rental Of Land & Bldgs,E,"134,000",,,,,
1000,15,1520,524020,10000820,524020,,1000-15-11-1520-152010-000000-000-524020-,Rental Of Equipment,E,"2,500",,,,,
1000,15,1520,529000,10000820,529000,,1000-15-11-1520-152010-000000-000-529000-,Travel & Meetings,E,"4,310",,,,,
1000,15,1520,529000,10000830,529000,,1000-15-11-1520-152011-000000-000-529000-,Travel & Meetings,E,"2,690",,,,,
1000,15,1520,529000,10000850,529000,,1000-15-11-1520-152013-000000-000-529000-,Travel & Meetings,E,0,,,,,
1000,15,1520,529000,10000870,529000,,1000-15-11-1520-152015-000000-000-529000-,Travel & Meetings,E,800,,,,,
1000,15,1520,529000,10000880,529000,,1000-15-11-1520-152016-000000-000-529000-,Travel & Meetings,E,"1,000",,,,,
1000,15,1520,529000,10000890,529000,,1000-15-11-1520-152017-000000-000-529000-,Travel & Meetings,E,"1,501",,,,,
1000,15,1520,529010,10000820,529010,,1000-15-11-1520-152010-000000-000-529010-,Empl Reimb Training Exp,E,"3,500",,,,,
1000,15,1520,529010,10000850,529010,,1000-15-11-1520-152013-000000-000-529010-,Empl Reimb Training Exp,E,"1,000",,,,,
1000,15,1520,529010,10000860,529010,,1000-15-11-1520-152014-000000-000-529010-,Empl Reimb Training Exp,E,"1,000",,,,,
1000,15,1520,529010,10000870,529010,,1000-15-11-1520-152015-000000-000-529010-,Empl Reimb Training Exp,E,"2,119",,,,,
1000,15,1520,529020,10000820,529020,,1000-15-11-1520-152010-000000-000-529020-,Training Conf & Meetings,E,"7,400",,,,,
1000,15,1520,529020,10000830,529020,,1000-15-11-1520-152011-000000-000-529020-,Training Conf & Meetings,E,"4,600",,,,,
1000,15,1520,529020,10000840,529020,,1000-15-11-1520-152012-000000-000-529020-,Training Conf & Meetings,E,"4,000",,,,,
1000,15,1520,529020,10000850,529020,,1000-15-11-1520-152013-000000-000-529020-,Training Conf & Meetings,E,"19,400",,,,,
1000,15,1520,529020,10000860,529020,,1000-15-11-1520-152014-000000-000-529020-,Training Conf & Meetings,E,"33,104",,,,,
1000,15,1520,529020,10000870,529020,,1000-15-11-1520-152015-000000-000-529020-,Training Conf & Meetings,E,"11,187",,,,,
1000,15,1520,529020,10000880,529020,,1000-15-11-1520-152016-000000-000-529020-,Training Conf & Meetings,E,"2,496",,,,,
1000,15,1520,529020,10000890,529020,,1000-15-11-1520-152017-000000-000-529020-,Training Conf & Meetings,E,"1,816",,,,,
1000,15,1520,529030,10000820,529030,,1000-15-11-1520-152010-000000-000-529030-,Postage,E,400,,,,,
1000,15,1520,529030,10000830,529030,,1000-15-11-1520-152011-000000-000-529030-,Postage,E,100,,,,,
1000,15,1520,529030,10000850,529030,,1000-15-11-1520-152013-000000-000-529030-,Postage,E,300,,,,,
1000,15,1520,529030,10000860,529030,,1000-15-11-1520-152014-000000-000-529030-,Postage,E,50,,,,,
1000,15,1520,529030,10000870,529030,,1000-15-11-1520-152015-000000-000-529030-,Postage,E,45,,,,,
1000,15,1520,529040,10000820,529040,,1000-15-11-1520-152010-000000-000-529040-,Printing & Publishing,E,"3,500",,,,,
1000,15,1520,529040,10000830,529040,,1000-15-11-1520-152011-000000-000-529040-,Printing & Publishing,E,500,,,,,
1000,15,1520,529040,10000840,529040,,1000-15-11-1520-152012-000000-000-529040-,Printing & Publishing,E,"1,000",,,,,
1000,15,1520,529040,10000850,529040,,1000-15-11-1520-152013-000000-000-529040-,Printing & Publishing,E,"1,800",,,,,
1000,15,1520,529040,10000860,529040,,1000-15-11-1520-152014-000000-000-529040-,Printing & Publishing,E,"1,000",,,,,
1000,15,1520,529040,10000870,529040,,1000-15-11-1520-152015-000000-000-529040-,Printing & Publishing,E,200,,,,,
1000,15,1520,529040,10000880,529040,,1000-15-11-1520-152016-000000-000-529040-,Printing & Publishing,E,770,,,,,
1000,15,1520,529050,10000820,529050,,1000-15-11-1520-152010-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"3,000",,,,,
1000,15,1520,529050,10000850,529050,,1000-15-11-1520-152013-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,200,,,,,
1000,15,1520,529050,10000860,529050,,1000-15-11-1520-152014-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,150,,,,,
1000,15,1520,529050,10000870,529050,,1000-15-11-1520-152015-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"1,800",,,,,
1000,15,1520,529900,10000900,529900,,1000-15-11-1520-153585-154011-000-529900-,Inventory Purchases,E,"180,000",,,,,
1000,15,1520,529900,10000910,529900,,1000-15-11-1520-153585-154012-000-529900-,Inventory Purchases,E,"715,000",,,,,
1000,15,1520,529900,10000920,529900,,1000-15-11-1520-153585-154013-000-529900-,Inventory Purchases,E,"2,069,557",,,,,
1000,15,1520,529900,10000930,529900,,1000-15-11-1520-153585-154014-000-529900-,Inventory Purchases,E,"1,909,976",,,,,
1000,15,1520,529900,10000940,529900,,1000-15-11-1520-153585-154015-000-529900-,Inventory Purchases,E,"1,468,402",,,,,
1000,15,1520,529900,10000950,529900,,1000-15-11-1520-153585-154016-000-529900-,Inventory Purchases,E,"429,000",,,,,
1000,15,1520,529900,10000960,529900,,1000-15-11-1520-153590-154011-000-529900-,Inventory Purchases,E,"180,000",,,,,
1000,15,1520,529900,10001010,529900,,1000-15-11-1520-153590-154016-000-529900-,Inventory Purchases,E,"429,000",,,,,
1000,15,1520,529901,10000960,529901,,1000-15-11-1520-153590-154011-000-529901-,Inventory Issues,E,0,,,,,
1000,15,1520,529901,10000970,529901,,1000-15-11-1520-153590-154012-000-529901-,Inventory Issues,E,"715,000",,,,,
1000,15,1520,529901,10000980,529901,,1000-15-11-1520-153590-154013-000-529901-,Inventory Issues,E,"2,069,557",,,,,
1000,15,1520,529901,10000990,529901,,1000-15-11-1520-153590-154014-000-529901-,Inventory Issues,E,"1,909,976",,,,,
1000,15,1520,529901,10001000,529901,,1000-15-11-1520-153590-154015-000-529901-,Inventory Issues,E,"1,468,402",,,,,
1000,15,1520,529901,10001010,529901,,1000-15-11-1520-153590-154016-000-529901-,Inventory Issues,E,0,,,,,
1000,15,1520,529999,10000820,529999,,1000-15-11-1520-152010-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
1000,15,1520,529999,10000830,529999,,1000-15-11-1520-152011-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
1000,15,1520,529999,10000850,529999,,1000-15-11-1520-152013-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
1000,15,1520,529999,10000860,529999,,1000-15-11-1520-152014-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
1000,15,1520,530150,10000850,530150,,1000-15-11-1520-152013-000000-000-530150-,Shop Machinery & Eqpt.,E,"60,000",,,,,
1000,15,1520,530150,10000860,530150,,1000-15-11-1520-152014-000000-000-530150-,Shop Machinery & Eqpt.,E,"50,000",,,,,
1000,15,1520,530150,10000870,530150,,1000-15-11-1520-152015-000000-000-530150-,Shop Machinery & Eqpt.,E,"60,000",,,,,
1000,15,1520,530150,10000880,530150,,1000-15-11-1520-152016-000000-000-530150-,Shop Machinery & Eqpt.,E,"30,000",,,,,
1000,15,1520,560100,10000820,560100,,1000-15-11-1520-152010-000000-000-560100-,Reimbursed Expenses,E,"487,820",,,,,
1000,15,1520,560100,10000830,560100,,1000-15-11-1520-152011-000000-000-560100-,Reimbursed Expenses,E,"662,765",,,,,
1000,15,1520,560100,10000840,560100,,1000-15-11-1520-152012-000000-000-560100-,Reimbursed Expenses,E,"912,350",,,,,
1000,15,1520,560100,10000850,560100,,1000-15-11-1520-152013-000000-000-560100-,Reimbursed Expenses,E,"4,092,991",,,,,
1000,15,1520,560100,10000860,560100,,1000-15-11-1520-152014-000000-000-560100-,Reimbursed Expenses,E,"2,146,201",,,,,
1000,15,1520,560100,10000870,560100,,1000-15-11-1520-152015-000000-000-560100-,Reimbursed Expenses,E,"3,302,315",,,,,
1000,15,1520,560100,10000880,560100,,1000-15-11-1520-152016-000000-000-560100-,Reimbursed Expenses,E,"607,098",,,,,
1000,15,1520,560100,10000890,560100,,1000-15-11-1520-152017-000000-000-560100-,Reimbursed Expenses,E,"957,932",,,,,
1000,15,1520,570200,10000850,570200,,1000-15-11-1520-152013-000000-000-570200-,Unexpendable Appropriations,E,"21,606",,,,,
1000,15,1540,510100,10001020,510100,,1000-15-11-1540-154030-000000-000-510100-,Salaries & Wages - Regular,E,"181,256",,,,,
1000,15,1540,510100,10001030,510100,,1000-15-11-1540-154040-000000-000-510100-,Salaries & Wages - Regular,E,"1,078,686",,,,,
1000,15,1540,510150,10001030,510150,,1000-15-11-1540-154040-000000-000-510150-,Salary & Wage - Temp,E,"61,682",,,,,
1000,15,1540,510195,10001020,510195,,1000-15-11-1540-154030-000000-000-510195-,Employee Merit Pay,E,"2,496",,,,,
1000,15,1540,510195,10001030,510195,,1000-15-11-1540-154040-000000-000-510195-,Employee Merit Pay,E,"14,970",,,,,
1000,15,1540,515130,10001020,515130,,1000-15-11-1540-154030-000000-000-515130-,Social Security Tax,E,"13,277",,,,,
1000,15,1540,515130,10001030,515130,,1000-15-11-1540-154040-000000-000-515130-,Social Security Tax,E,"83,665",,,,,
1000,15,1540,515140,10001020,515140,,1000-15-11-1540-154030-000000-000-515140-,Empl Retirement Expns,E,"12,444",,,,,
1000,15,1540,515140,10001030,515140,,1000-15-11-1540-154040-000000-000-515140-,Empl Retirement Expns,E,"78,415",,,,,
1000,15,1540,515150,10001020,515150,,1000-15-11-1540-154030-000000-000-515150-,Empl Insurance Premium,E,"19,461",,,,,
1000,15,1540,515150,10001030,515150,,1000-15-11-1540-154040-000000-000-515150-,Empl Insurance Premium,E,"110,279",,,,,
1000,15,1540,515160,10001020,515160,,1000-15-11-1540-154030-000000-000-515160-,Retiree Insurance Premium,E,"6,487",,,,,
1000,15,1540,515160,10001030,515160,,1000-15-11-1540-154040-000000-000-515160-,Retiree Insurance Premium,E,"19,461",,,,,
1000,15,1540,515190,10001020,515190,,1000-15-11-1540-154030-000000-000-515190-,401K Retirement,E,"5,207",,,,,
1000,15,1540,515190,10001030,515190,,1000-15-11-1540-154040-000000-000-515190-,401K Retirement,E,"32,810",,,,,
1000,15,1540,520020,10001020,520020,,1000-15-11-1540-154030-000000-000-520020-,ISP Workmens Compensation,E,"3,729",,,,,
1000,15,1540,520020,10001030,520020,,1000-15-11-1540-154040-000000-000-520020-,ISP Workmens Compensation,E,"18,644",,,,,
1000,15,1540,520030,10001020,520030,,1000-15-11-1540-154030-000000-000-520030-,Uniforms-Prot Clothing,E,600,,,,,
1000,15,1540,520050,10001020,520050,,1000-15-11-1540-154030-000000-000-520050-,Auto & Othr Allowances,E,500,,,,,
1000,15,1540,520050,10001030,520050,,1000-15-11-1540-154040-000000-000-520050-,Auto & Othr Allowances,E,"3,490",,,,,
1000,15,1540,520110,10001020,520110,,1000-15-11-1540-154030-000000-000-520110-,M&R Equipment,E,"2,425",,,,,
1000,15,1540,520120,10001020,520120,,1000-15-11-1540-154030-000000-000-520120-,M&R-Buildings,E,600,,,,,
1000,15,1540,520130,10001020,520130,,1000-15-11-1540-154030-000000-000-520130-,ISP M&R-Bldg Renov and Cons,E,"30,960",,,,,
1000,15,1540,520140,10001020,520140,,1000-15-11-1540-154030-000000-000-520140-,ISP M&R-Land & Water Areas,E,"5,063",,,,,
1000,15,1540,520190,10001020,520190,,1000-15-11-1540-154030-000000-000-520190-,M&R-Other,E,"13,950",,,,,
1000,15,1540,520210,10001020,520210,,1000-15-11-1540-154030-000000-000-520210-,Advertising,E,"13,101",,,,,
1000,15,1540,520210,10001030,520210,,1000-15-11-1540-154040-000000-000-520210-,Advertising,E,"5,500",,,,,
1000,15,1540,520220,10001020,520220,,1000-15-11-1540-154030-000000-000-520220-,Prof & Technical Services,E,0,,,,,
1000,15,1540,520280,10001020,520280,,1000-15-11-1540-154030-000000-000-520280-,Temporary Help Fees,E,"2,500",,,,,
1000,15,1540,520610,10001030,520610,,1000-15-11-1540-154040-000000-000-520610-,Education,E,0,,,,,
1000,15,1540,520760,10001020,520760,,1000-15-11-1540-154030-000000-000-520760-,Security Services,E,0,,,,,
1000,15,1540,521900,10001020,521900,,1000-15-11-1540-154030-000000-000-521900-,Fees - Other,E,"12,495",,,,,
1000,15,1540,521900,10001030,521900,,1000-15-11-1540-154040-000000-000-521900-,Fees - Other,E,"1,600",,,,,
1000,15,1540,521910,10001020,521910,,1000-15-11-1540-154030-000000-000-521910-,Misc Contractual Services,E,"159,617",,,,,
1000,15,1540,521910,10001030,521910,,1000-15-11-1540-154040-000000-000-521910-,Misc Contractual Services,E,"25,624",,,,,
1000,15,1540,522000,10001020,522000,,1000-15-11-1540-154030-000000-000-522000-,Motor Fuels & Lubrcnts,E,649,,,,,
1000,15,1540,522210,10001020,522210,,1000-15-11-1540-154030-000000-000-522210-,Specialty Departmental Supplie,E,"3,300",,,,,
1000,15,1540,522210,10001030,522210,,1000-15-11-1540-154040-000000-000-522210-,Specialty Departmental Supplie,E,"3,500",,,,,
1000,15,1540,522230,10001020,522230,,1000-15-11-1540-154030-000000-000-522230-,Sm Tools & Expnd Eqpt,E,250,,,,,
1000,15,1540,522240,10001020,522240,,1000-15-11-1540-154030-000000-000-522240-,Office Supplies,E,"2,397",,,,,
1000,15,1540,522240,10001030,522240,,1000-15-11-1540-154040-000000-000-522240-,Office Supplies,E,"8,000",,,,,
1000,15,1540,522250,10001020,522250,,1000-15-11-1540-154030-000000-000-522250-,Technology Services,E,"1,000",,,,,
1000,15,1540,522250,10001030,522250,,1000-15-11-1540-154040-000000-000-522250-,Technology Services,E,"46,351",,,,,
1000,15,1540,522490,10001020,522490,,1000-15-11-1540-154030-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
1000,15,1540,522490,10001030,522490,,1000-15-11-1540-154040-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
1000,15,1540,522500,10001020,522500,,1000-15-11-1540-154030-000000-000-522500-,Telecommunications,E,"6,566",,,,,
1000,15,1540,522500,10001030,522500,,1000-15-11-1540-154040-000000-000-522500-,Telecommunications,E,"9,200",,,,,
1000,15,1540,522510,10001020,522510,,1000-15-11-1540-154030-000000-000-522510-,ISP Telecommunications,E,908,,,,,
1000,15,1540,522510,10001030,522510,,1000-15-11-1540-154040-000000-000-522510-,ISP Telecommunications,E,"5,409",,,,,
1000,15,1540,522520,10001020,522520,,1000-15-11-1540-154030-000000-000-522520-,Utilities,E,"16,196",,,,,
1000,15,1540,523000,10001020,523000,,1000-15-11-1540-154030-000000-000-523000-,ISP Insurance Premiums,E,294,,,,,
1000,15,1540,523000,10001030,523000,,1000-15-11-1540-154040-000000-000-523000-,ISP Insurance Premiums,E,"1,469",,,,,
1000,15,1540,523010,10001020,523010,,1000-15-11-1540-154030-000000-000-523010-,ISP Insurance Administration,E,203,,,,,
1000,15,1540,523010,10001030,523010,,1000-15-11-1540-154040-000000-000-523010-,ISP Insurance Administration,E,"1,015",,,,,
1000,15,1540,524000,10001020,524000,,1000-15-11-1540-154030-000000-000-524000-,Rental Of Land & Bldgs,E,"116,903",,,,,
1000,15,1540,524010,10001030,524010,,1000-15-11-1540-154040-000000-000-524010-,ISP Rental of Land & Buildings,E,"42,630",,,,,
1000,15,1540,529000,10001020,529000,,1000-15-11-1540-154030-000000-000-529000-,Travel & Meetings,E,"1,045",,,,,
1000,15,1540,529000,10001030,529000,,1000-15-11-1540-154040-000000-000-529000-,Travel & Meetings,E,"4,693",,,,,
1000,15,1540,529010,10001030,529010,,1000-15-11-1540-154040-000000-000-529010-,Empl Reimb Training Exp,E,"6,000",,,,,
1000,15,1540,529020,10001020,529020,,1000-15-11-1540-154030-000000-000-529020-,Training Conf & Meetings,E,"3,500",,,,,
1000,15,1540,529020,10001030,529020,,1000-15-11-1540-154040-000000-000-529020-,Training Conf & Meetings,E,"18,270",,,,,
1000,15,1540,529030,10001020,529030,,1000-15-11-1540-154030-000000-000-529030-,Postage,E,500,,,,,
1000,15,1540,529030,10001030,529030,,1000-15-11-1540-154040-000000-000-529030-,Postage,E,"5,919",,,,,
1000,15,1540,529040,10001020,529040,,1000-15-11-1540-154030-000000-000-529040-,Printing & Publishing,E,421,,,,,
1000,15,1540,529040,10001030,529040,,1000-15-11-1540-154040-000000-000-529040-,Printing & Publishing,E,"4,070",,,,,
